Date,Open,High,Low,Close,Volume,Market Cap
18-May-14,448.7,449.77,444.78,446.26,2857830,"5,735,400,000"
19-May-14,446.08,447.56,443.1,446.18,6242620,"5,703,760,000"
20-May-14,446.31,491.44,446.01,485.72,40327500,"5,708,560,000"
21-May-14,485.8,494.37,483.49,491.77,14626000,"6,215,880,000"
22-May-14,492.05,525.36,490.19,524.58,33086500,"6,297,990,000"
23-May-14,525.72,541.96,520.08,520.22,34934700,"6,731,160,000"
24-May-14,521.05,525.17,516.28,525.14,11499300,"6,673,600,000"
25-May-14,525.23,576.48,525.23,571.59,47010300,"6,729,120,000"
26-May-14,571.39,588.39,565.33,583.42,29959800,"7,322,870,000"
27-May-14,582.59,589.52,554.43,571.24,38032000,"7,468,620,000"
28-May-14,571.92,578.62,564.09,577.06,19289000,"7,333,770,000"
29-May-14,576.33,577.1,561.6,568.18,18707800,"7,392,820,000"
30-May-14,568.18,618.46,568.16,615.33,31985400,"7,290,240,000"
31-May-14,615.69,624.72,604.47,623.68,15107100,"7,902,400,000"
1-Jun-14,623.69,671.51,619.91,630.23,45259100,"8,007,450,000"
2-Jun-14,629.65,665.5,618.75,660.62,45450200,"8,086,630,000"
3-Jun-14,660.55,674.11,650.78,667.61,40653700,"8,486,730,000"
4-Jun-14,666.77,668.56,624.09,641.61,37731500,"8,569,660,000"
5-Jun-14,641.07,663.53,640.09,659.26,29621300,"8,242,230,000"
6-Jun-14,659.28,661.37,652.3,653.7,18680100,"8,478,870,000"
7-Jun-14,653.52,656.94,644.91,654.97,15855300,"8,407,050,000"
8-Jun-14,654.99,658.88,653.47,656.14,8614190,"8,428,530,000"
9-Jun-14,655.64,657.7,644.39,649.16,19065400,"8,439,070,000"
10-Jun-14,650.04,659.62,646.56,653.15,17913400,"8,369,550,000"
11-Jun-14,653.19,657.04,632.55,633.02,25163800,"8,412,780,000"
12-Jun-14,633.43,638.11,573.27,586.95,50818800,"8,160,590,000"
13-Jun-14,585.7,615.14,585.7,600.16,35700700,"7,548,170,000"
14-Jun-14,600.75,601.27,549.82,577.36,38481200,"7,744,580,000"
15-Jun-14,575.93,592.94,554.89,592.94,23580900,"7,427,200,000"
16-Jun-14,592.65,608.72,587.07,592.19,28677500,"7,645,650,000"
17-Jun-14,591.59,610.89,590.4,610.86,18597300,"7,634,710,000"
18-Jun-14,609.77,615.88,604.4,607.96,17862000,"7,872,150,000"
19-Jun-14,608.07,612.24,597.02,598.07,12803800,"7,852,650,000"
20-Jun-14,597.4,599.75,587.76,594.15,18134100,"7,717,370,000"
21-Jun-14,593.68,599.46,587.74,594.99,9256290,"7,672,030,000"
22-Jun-14,595.9,606,594.63,602.27,10877700,"7,703,560,000"
23-Jun-14,602.16,603.21,586.34,593.98,14053800,"7,787,160,000"
24-Jun-14,593.97,596.97,582.36,582.36,14144900,"7,683,850,000"
25-Jun-14,581.81,583.6,565.63,566.34,20687700,"7,529,260,000"
26-Jun-14,566.14,581.63,564.73,581.14,14655900,"7,329,110,000"
27-Jun-14,581.3,600.12,579.89,597.26,20814600,"7,527,840,000"
28-Jun-14,599.08,604.47,595.92,596.55,13398100,"7,761,630,000"
29-Jun-14,596.33,604.08,596.16,602.72,8897470,"7,728,190,000"
30-Jun-14,602.62,645.16,599.88,639.8,46422400,"7,812,050,000"
1-Jul-14,641.39,657.86,640.11,640.81,38446300,"8,316,770,000"
2-Jul-14,641.04,656.68,638.34,650.88,25768200,"8,314,310,000"
3-Jul-14,650.77,650.77,641.3,645.16,18949000,"8,442,770,000"
4-Jul-14,644.65,648.43,629.4,630.69,22237200,"8,365,570,000"
5-Jul-14,629.95,633.22,628,631.46,9105940,"8,177,490,000"
6-Jul-14,631.77,638.65,631.16,635.81,10080000,"8,203,530,000"
7-Jul-14,635.46,637.16,617.01,624.09,17813600,"8,253,710,000"
8-Jul-14,622.57,626.7,620.91,624.82,10005500,"8,088,590,000"
9-Jul-14,625.22,627,622.6,624.51,9819150,"8,125,370,000"
10-Jul-14,624.83,626.12,612.35,616.76,15880700,"8,122,830,000"
11-Jul-14,616.66,632.09,615.77,632,16467100,"8,019,000,000"
12-Jul-14,631.88,636.66,626.98,633.71,13329000,"8,219,370,000"
13-Jul-14,634.22,634.73,624.91,626.5,11291000,"8,252,240,000"
14-Jul-14,626.56,627.34,617.32,619.32,12706800,"8,155,140,000"
15-Jul-14,620,625.14,619.64,621.59,10873200,"8,071,770,000"
16-Jul-14,622.01,623.09,615.33,616.8,13182400,"8,100,510,000"
17-Jul-14,616.54,626.29,608.4,623.09,16576700,"8,031,440,000"
18-Jul-14,622.37,629.21,620.47,628.78,14158100,"8,110,060,000"
19-Jul-14,629.17,629.17,624.6,628.52,7222030,"8,201,340,000"
20-Jul-14,628.56,628.56,622.78,623.9,5760120,"8,196,210,000"
21-Jul-14,623.95,624.09,619.11,622.21,10711900,"8,138,520,000"
22-Jul-14,622.27,624.3,620.96,621.55,9602880,"8,119,060,000"
23-Jul-14,621.12,624.43,618.29,619.42,11056600,"8,106,260,000"
24-Jul-14,619.5,620.43,595.57,601.73,20917200,"8,087,290,000"
25-Jul-14,601.51,607.07,597.23,601.09,12279500,"7,854,660,000"
26-Jul-14,601.54,602.09,593.96,595.81,10752900,"7,857,510,000"
27-Jul-14,595.67,598.94,593.43,593.85,7774230,"7,782,830,000"
28-Jul-14,594.14,594.57,575.19,585.69,19316400,"7,765,040,000"
29-Jul-14,585.55,588.39,581.7,584.73,11275400,"7,655,040,000"
30-Jul-14,584.74,585.12,564.9,567.29,14898800,"7,646,630,000"
31-Jul-14,567.37,586.24,564.51,586.24,22467900,"7,421,870,000"
1-Aug-14,586.2,597.92,583.63,594.92,18215900,"7,670,500,000"
2-Aug-14,594.9,594.91,586.16,589.33,8359080,"7,786,620,000"
3-Aug-14,588.89,589.15,581.65,586.67,9917990,"7,710,420,000"
4-Aug-14,586.23,591.95,583.74,588.78,9867570,"7,677,850,000"
5-Aug-14,589.01,589.87,584.1,585.44,10790800,"7,716,120,000"
6-Aug-14,585.95,587.49,583.1,584.65,14497900,"7,678,040,000"
7-Aug-14,584.65,591.1,584.05,588.87,11131400,"7,663,290,000"
8-Aug-14,588.88,598.12,588.79,592.58,11072000,"7,721,090,000"
9-Aug-14,592.47,592.47,587.63,589.37,7922070,"7,770,550,000"
10-Aug-14,589.17,594.46,587.94,591.06,7555310,"7,730,000,000"
11-Aug-14,591.28,591.51,574.05,576.37,14764200,"7,760,290,000"
12-Aug-14,576.51,576.95,566.6,569.64,13978200,"7,569,070,000"
13-Aug-14,570.38,573.03,532.67,546.66,25777500,"7,490,990,000"
14-Aug-14,546.18,546.24,498.73,505.97,35803900,"7,175,190,000"
15-Aug-14,511.14,518.18,487.93,497.01,25598300,"6,717,150,000"
16-Aug-14,497.83,521.48,487.74,519.71,22832500,"6,544,250,000"
17-Aug-14,519.14,520.19,483.63,491.8,24300900,"6,826,520,000"
18-Aug-14,491.51,499.37,443.85,461.46,50783800,"6,465,210,000"
19-Aug-14,461.48,485.71,455.54,485.25,38422400,"6,072,520,000"
20-Aug-14,485.07,518.29,467.51,511.98,46527600,"6,385,230,000"
21-Aug-14,510.45,531.9,510.45,517.24,49444200,"6,721,410,000"
22-Aug-14,517.58,521.48,501.28,514.04,36563900,"6,817,460,000"
23-Aug-14,513.39,514.3,492.11,498.08,25171900,"6,764,340,000"
24-Aug-14,498.29,512.89,497.35,508.29,19441700,"6,567,300,000"
25-Aug-14,508.22,508.22,499.23,502.5,18356700,"6,700,090,000"
26-Aug-14,502.54,512.69,502.54,511.57,23235100,"6,626,970,000"
27-Aug-14,512.19,520.71,510.92,511.15,22648500,"6,756,340,000"
28-Aug-14,510.88,516.16,506.88,507.82,19862000,"6,741,320,000"
29-Aug-14,508.43,511.7,503.82,508.52,17624800,"6,711,080,000"
30-Aug-14,508.59,509.31,501.64,504.25,9424070,"6,715,420,000"
31-Aug-14,502.91,504.88,474.81,477.76,44632300,"6,642,630,000"
1-Sep-14,477.79,485.31,471.91,474.88,20432000,"6,313,120,000"
2-Sep-14,474.48,482.99,472.32,477.43,23337900,"6,270,970,000"
3-Sep-14,476.87,481.71,476.21,477.59,13342200,"6,304,370,000"
4-Sep-14,477.68,493.93,477.09,489.66,26081400,"6,317,100,000"
5-Sep-14,489.67,490.64,481.61,483.34,15302500,"6,477,530,000"
6-Sep-14,483.34,488.6,483,484.83,10601400,"6,395,630,000"
7-Sep-14,485.13,488.07,482.28,482.28,8994050,"6,421,460,000"
8-Sep-14,481.81,489.83,468.79,474.6,30238000,"6,379,410,000"
9-Sep-14,474.88,477.38,467.78,475.26,21447800,"6,289,350,000"
10-Sep-14,475.48,487.47,475.15,479.36,22787800,"6,299,070,000"
11-Sep-14,479.62,482.35,474.61,479.75,16852900,"6,355,700,000"
12-Sep-14,479.58,479.63,473.01,477.75,15437200,"6,357,290,000"
13-Sep-14,477.79,482.12,475.1,479,15588000,"6,335,400,000"
14-Sep-14,479.12,479.85,476.12,477.89,13105500,"6,355,140,000"
15-Sep-14,477.77,478.62,474.02,475.37,15345200,"6,339,090,000"
16-Sep-14,474.86,475.64,465.13,466.06,16797300,"6,302,440,000"
17-Sep-14,465.86,468.17,452.42,457.33,21056800,"6,185,010,000"
18-Sep-14,456.86,456.86,413.1,424.44,34483200,"6,067,610,000"
19-Sep-14,424.1,427.84,384.53,394.8,37919700,"5,634,440,000"
20-Sep-14,394.67,423.3,389.88,408.9,36863600,"5,245,150,000"
21-Sep-14,408.09,412.43,393.18,398.82,26580100,"5,425,180,000"
22-Sep-14,399.1,406.92,397.13,402.15,24127600,"5,307,360,000"
23-Sep-14,402.09,441.56,396.2,435.79,45099500,"5,348,840,000"
24-Sep-14,435.75,436.11,421.13,423.21,30627700,"5,798,220,000"
25-Sep-14,423.16,423.52,409.47,411.57,26814400,"5,632,260,000"
26-Sep-14,411.43,414.94,400.01,404.43,21460800,"5,477,970,000"
27-Sep-14,403.56,406.62,397.37,399.52,15029300,"5,374,500,000"
28-Sep-14,399.47,401.02,374.33,377.18,23613300,"5,321,420,000"
29-Sep-14,376.93,385.21,372.24,375.47,32497700,"5,022,360,000"
30-Sep-14,376.09,390.98,373.44,386.94,34707300,"5,012,450,000"
1-Oct-14,387.43,391.38,380.78,383.62,26229400,"5,165,060,000"
2-Oct-14,383.99,385.5,372.95,375.07,21777700,"5,120,700,000"
3-Oct-14,375.18,377.7,357.86,359.51,30901200,"5,004,540,000"
4-Oct-14,359.89,364.49,325.89,328.87,47236500,"4,801,920,000"
5-Oct-14,328.92,341.8,289.3,320.51,83308100,"4,389,890,000"
6-Oct-14,320.39,345.13,302.56,330.08,79011800,"4,277,430,000"
7-Oct-14,330.58,339.25,320.48,336.19,49199900,"4,414,880,000"
8-Oct-14,336.12,354.36,327.19,352.94,54736300,"4,489,870,000"
9-Oct-14,352.75,382.73,347.69,365.03,83641100,"4,713,320,000"
10-Oct-14,364.69,375.07,352.96,361.56,43665700,"4,874,190,000"
11-Oct-14,361.36,367.19,355.95,362.3,13345200,"4,831,160,000"
12-Oct-14,362.61,379.43,356.14,378.55,17552800,"4,849,070,000"
13-Oct-14,377.92,397.23,368.9,390.41,35221400,"5,055,290,000"
14-Oct-14,391.69,411.7,391.32,400.87,38491500,"5,241,030,000"
15-Oct-14,400.96,402.23,388.77,394.77,25267100,"5,366,290,000"
16-Oct-14,394.52,398.81,373.07,382.56,26990000,"5,281,630,000"
17-Oct-14,382.76,385.48,375.39,383.76,13600700,"5,125,580,000"
18-Oct-14,383.98,395.16,378.97,391.44,11416800,"5,143,260,000"
19-Oct-14,391.25,393.94,386.46,389.55,5914570,"5,242,370,000"
20-Oct-14,389.23,390.08,378.25,382.85,16419000,"5,216,560,000"
21-Oct-14,382.42,392.65,380.83,386.48,14188900,"5,126,590,000"
22-Oct-14,386.12,388.58,382.25,383.16,11641300,"5,177,640,000"
23-Oct-14,382.96,385.05,356.45,358.42,26456900,"5,136,830,000"
24-Oct-14,358.59,364.35,353.31,358.35,15585700,"4,811,290,000"
25-Oct-14,358.61,359.86,342.88,347.27,18127500,"4,812,990,000"
26-Oct-14,347.49,359.22,343.93,354.7,11272500,"4,665,040,000"
27-Oct-14,354.78,358.63,349.81,352.99,13033000,"4,764,020,000"
28-Oct-14,353.22,359.98,352.68,357.62,7845880,"4,744,450,000"
29-Oct-14,357.09,357.83,335.34,335.59,18192700,"4,797,700,000"
30-Oct-14,335.71,350.91,335.07,345.31,30177900,"4,511,760,000"
31-Oct-14,345.01,348.05,337.14,338.32,12545400,"4,638,210,000"
1-Nov-14,338.65,340.53,321.06,325.75,16677200,"4,554,320,000"
2-Nov-14,326.08,329.05,320.63,325.89,8603620,"4,386,500,000"
3-Nov-14,325.57,334,325.48,327.55,12948500,"4,380,950,000"
4-Nov-14,327.16,331.77,325.08,330.49,15655500,"4,403,750,000"
5-Nov-14,330.68,343.37,330.68,339.49,19817200,"4,452,510,000"
6-Nov-14,339.46,352.97,338.42,349.29,18797000,"4,571,830,000"
7-Nov-14,349.82,352.73,341.78,342.42,16834200,"4,712,700,000"
8-Nov-14,342.15,347.03,342.15,345.49,8535470,"4,610,750,000"
9-Nov-14,345.38,363.63,344.26,363.26,24205600,"4,655,480,000"
10-Nov-14,362.27,374.82,357.56,366.92,30450100,"4,884,490,000"
11-Nov-14,365.86,371.31,363.74,367.7,15838900,"4,934,270,000"
12-Nov-14,367.99,429.72,367.99,423.56,45783200,"4,964,150,000"
13-Nov-14,427.27,457.09,401.12,420.74,58945000,"5,765,520,000"
14-Nov-14,418.42,419.25,384.79,397.82,29589200,"5,647,540,000"
15-Nov-14,399.65,405.53,371.01,376.13,15727500,"5,395,770,000"
16-Nov-14,374.73,390.8,374.6,387.88,11905600,"5,060,640,000"
17-Nov-14,388.35,410.2,377.5,387.41,41518800,"5,246,000,000"
18-Nov-14,387.79,392.4,371.12,375.2,32222500,"5,239,790,000"
19-Nov-14,373.9,386.48,373.9,380.56,18931800,"5,053,560,000"
20-Nov-14,380.31,382.03,356.78,357.84,25233200,"5,141,550,000"
21-Nov-14,357.88,357.88,344.11,350.85,29850100,"4,839,570,000"
22-Nov-14,351.6,364.84,350.88,352.92,15273000,"4,755,830,000"
23-Nov-14,353.18,370.85,353.18,367.57,15151600,"4,778,440,000"
24-Nov-14,366.95,387.21,366.67,376.9,30930100,"4,966,080,000"
25-Nov-14,376.89,394.7,374.78,375.35,25442200,"5,101,970,000"
26-Nov-14,376.02,377.7,365.82,368.37,18601700,"5,091,480,000"
27-Nov-14,370.5,373.99,368.28,369.67,8748030,"5,018,040,000"
28-Nov-14,369.37,382.84,358.46,376.45,22946500,"5,004,050,000"
29-Nov-14,376.15,387.6,372.15,375.49,15375600,"5,097,280,000"
30-Nov-14,375.51,382.53,373.31,378.05,9194440,"5,090,060,000"
1-Dec-14,378.25,383.66,376.67,379.25,11763000,"5,128,700,000"
2-Dec-14,379.25,384.04,377.86,381.32,12364100,"5,143,500,000"
3-Dec-14,381.72,383.03,374.35,375.01,13340100,"5,178,450,000"
4-Dec-14,375.72,378.66,367.76,369.6,14529600,"5,098,100,000"
5-Dec-14,369.44,379.19,365.76,376.85,15181800,"5,014,290,000"
6-Dec-14,376.76,378.45,370.95,374.79,7009320,"5,115,040,000"
7-Dec-14,374.84,376.29,373.28,375.1,6491650,"5,090,240,000"
8-Dec-14,374.97,376.03,361.89,361.91,18898700,"5,093,180,000"
9-Dec-14,361.9,363.07,344.95,352.22,32915500,"4,917,110,000"
10-Dec-14,352.21,352.38,346.37,346.37,16427700,"4,786,700,000"
11-Dec-14,344.34,361.36,338.76,350.51,32431300,"4,681,040,000"
12-Dec-14,350.83,352.98,349.29,352.54,16989800,"4,770,620,000"
13-Dec-14,352.38,352.38,346.59,347.38,11675900,"4,792,870,000"
14-Dec-14,346.73,353.32,345.42,351.63,12415200,"4,717,270,000"
15-Dec-14,351.36,351.82,344.93,345.35,17264200,"4,781,560,000"
16-Dec-14,345.67,345.86,327.06,327.06,30864900,"4,705,370,000"
17-Dec-14,326.86,333.95,315.15,319.78,37567900,"4,450,380,000"
18-Dec-14,319.79,323.71,304.23,311.4,39173000,"4,355,140,000"
19-Dec-14,311.18,318.53,306.77,317.84,23823100,"4,238,930,000"
20-Dec-14,317.62,330.33,316.04,329.96,20856700,"4,327,750,000"
21-Dec-14,329.54,329.63,318.9,320.84,15207600,"4,491,320,000"
22-Dec-14,321.07,334.12,320.43,331.89,22315100,"4,376,890,000"
23-Dec-14,332.02,336.29,329.6,334.57,16574200,"4,527,490,000"
24-Dec-14,334.39,334.74,321.36,322.53,15092300,"4,561,040,000"
25-Dec-14,322.29,322.67,316.96,319.01,9883640,"4,397,250,000"
26-Dec-14,319.15,331.42,316.63,327.92,16410500,"4,355,750,000"
27-Dec-14,327.58,328.91,312.63,315.86,15185200,"4,472,050,000"
28-Dec-14,316.16,320.03,311.08,317.24,11676600,"4,317,320,000"
29-Dec-14,317.7,320.27,312.31,312.67,12302500,"4,339,700,000"
30-Dec-14,312.72,314.81,309.37,310.74,12528300,"4,272,940,000"
31-Dec-14,310.91,320.19,310.21,320.19,13942900,"4,249,480,000"
1-Jan-15,320.44,320.44,314,314.25,8036550,"4,380,820,000"
2-Jan-15,314.08,315.84,313.57,315.03,7860650,"4,295,210,000"
3-Jan-15,314.85,315.15,281.08,281.08,33054400,"4,307,010,000"
4-Jan-15,281.15,287.23,257.61,264.2,55629100,"3,847,150,000"
5-Jan-15,265.08,278.34,265.08,274.47,43962800,"3,628,490,000"
6-Jan-15,274.61,287.55,272.7,286.19,23245700,"3,759,970,000"
7-Jan-15,286.08,298.75,283.08,294.34,24866800,"3,918,090,000"
8-Jan-15,294.14,294.14,282.18,283.35,19982500,"4,029,490,000"
9-Jan-15,282.38,291.11,280.53,290.41,18718600,"3,869,530,000"
10-Jan-15,287.3,288.13,273.97,274.8,15264300,"3,937,990,000"
11-Jan-15,274.61,279.64,265.04,265.66,18200800,"3,764,960,000"
12-Jan-15,266.15,272.2,265.2,267.8,18880300,"3,649,970,000"
13-Jan-15,267.39,268.28,219.91,225.86,72843900,"3,668,040,000"
14-Jan-15,223.89,223.89,171.51,178.1,97638700,"3,072,020,000"
15-Jan-15,176.9,229.07,176.9,209.84,81773500,"2,427,830,000"
16-Jan-15,209.07,221.59,199.77,208.1,38421000,"2,870,180,000"
17-Jan-15,207.83,211.73,194.88,199.26,23469700,"2,853,930,000"
18-Jan-15,200.05,218.7,194.51,210.34,30085100,"2,747,730,000"
19-Jan-15,211.47,216.73,207.32,214.86,18658300,"2,905,410,000"
20-Jan-15,212.91,215.24,205.15,211.32,24051100,"2,925,910,000"
21-Jan-15,211.38,227.79,211.21,226.9,29924600,"2,905,520,000"
22-Jan-15,227.32,237.02,226.43,233.41,33544600,"3,125,520,000"
23-Jan-15,233.52,234.85,225.2,232.88,24621700,"3,211,490,000"
24-Jan-15,232.7,248.21,230.02,247.85,24782500,"3,200,970,000"
25-Jan-15,247.35,255.07,243.89,253.72,33582700,"3,403,300,000"
26-Jan-15,254.08,309.38,254.08,273.47,106794000,"3,496,650,000"
27-Jan-15,273.17,275.48,250.65,263.48,44399000,"3,760,210,000"
28-Jan-15,263.35,266.54,227.05,233.92,44352200,"3,626,050,000"
29-Jan-15,233.35,238.71,220.71,233.51,32213400,"3,213,920,000"
30-Jan-15,232.77,242.85,225.84,226.43,26605200,"3,206,940,000"
31-Jan-15,226.44,233.5,216.31,217.46,23348200,"3,120,490,000"
1-Feb-15,216.87,231.57,212.02,226.97,29128500,"2,989,460,000"
2-Feb-15,226.49,242.18,222.66,238.23,30612100,"3,123,010,000"
3-Feb-15,237.45,245.96,224.48,227.27,40783700,"3,275,110,000"
4-Feb-15,227.51,230.06,221.11,226.85,26594300,"3,138,700,000"
5-Feb-15,227.67,239.41,214.73,217.11,22516400,"3,141,730,000"
6-Feb-15,216.92,230.51,216.23,222.27,24435300,"2,994,350,000"
7-Feb-15,222.63,230.3,222.61,227.75,21604200,"3,074,140,000"
8-Feb-15,227.69,229.44,221.08,223.41,17145200,"3,144,920,000"
9-Feb-15,223.39,223.98,217.02,220.11,27791300,"3,086,220,000"
10-Feb-15,220.28,221.81,215.33,219.84,21115100,"3,044,180,000"
11-Feb-15,219.73,223.41,218.07,219.19,17201900,"3,037,370,000"
12-Feb-15,219.21,222.2,217.61,221.76,15206200,"3,030,990,000"
13-Feb-15,221.97,240.26,221.26,235.43,42744400,"3,069,830,000"
14-Feb-15,235.53,259.81,235.53,257.32,49732500,"3,258,210,000"
15-Feb-15,257.51,265.61,227.68,234.83,56552400,"3,563,290,000"
16-Feb-15,234.83,239.52,229.02,233.84,28153700,"3,250,240,000"
17-Feb-15,233.42,245.78,232.31,243.61,27363100,"3,231,750,000"
18-Feb-15,243.78,244.25,232.34,236.33,25200800,"3,376,060,000"
19-Feb-15,236.41,242.67,235.59,240.28,18270500,"3,274,980,000"
20-Feb-15,240.25,247.1,239.3,243.78,23876700,"3,329,190,000"
21-Feb-15,243.75,255.32,243.18,244.53,12284200,"3,378,660,000"
22-Feb-15,244.54,246.39,233.85,235.98,19527000,"3,390,510,000"
23-Feb-15,236,240.11,232.42,238.89,16400000,"3,272,880,000"
24-Feb-15,239,239.9,236.4,238.74,14200400,"3,315,370,000"
25-Feb-15,238.89,239.34,235.53,237.47,11496200,"3,314,640,000"
26-Feb-15,237.34,237.71,234.26,236.43,13619400,"3,294,030,000"
27-Feb-15,236.44,256.65,236.44,253.83,44013900,"3,282,410,000"
28-Feb-15,253.52,254.69,249.48,254.26,13949300,"3,520,560,000"
1-Mar-15,254.28,261.66,245.93,260.2,25213700,"3,532,050,000"
2-Mar-15,260.36,276.3,258.31,275.67,40465700,"3,617,340,000"
3-Mar-15,275.05,285.8,268.16,281.7,50461300,"3,822,510,000"
4-Mar-15,281.99,284.23,268.13,273.09,41383000,"3,920,130,000"
5-Mar-15,272.74,281.67,264.77,276.18,41302400,"3,792,480,000"
6-Mar-15,275.6,277.61,270.02,272.72,28918900,"3,833,160,000"
7-Mar-15,272.29,277.85,270.13,276.26,17825900,"3,788,190,000"
8-Mar-15,276.43,277.86,272.57,274.35,22067900,"3,846,750,000"
9-Mar-15,274.81,292.7,273.89,289.61,59178200,"3,825,250,000"
10-Mar-15,289.86,300.04,289.74,291.76,67770800,"4,035,790,000"
11-Mar-15,291.53,297.39,290.51,296.38,33963900,"4,060,030,000"
12-Mar-15,296.13,297.09,292.41,294.35,32585200,"4,125,290,000"
13-Mar-15,294.12,294.5,285.34,285.34,31421500,"4,098,250,000"
14-Mar-15,284.44,286.34,280.98,281.89,22612300,"3,964,470,000"
15-Mar-15,281.43,286.53,281,286.39,11970100,"3,923,350,000"
16-Mar-15,285.69,294.11,285.69,290.59,21516100,"3,983,760,000"
17-Mar-15,290.6,292.37,284.37,285.51,21497200,"4,053,230,000"
18-Mar-15,285.07,285.34,249.87,256.3,57008000,"3,977,030,000"
19-Mar-15,255.88,264.24,248.64,260.93,52732000,"3,570,820,000"
20-Mar-15,260.96,264.85,259.16,261.75,18456700,"3,642,550,000"
21-Mar-15,261.64,262.2,255.65,260.03,17130100,"3,653,040,000"
22-Mar-15,259.92,269.75,259.59,267.96,18438100,"3,629,920,000"
23-Mar-15,267.9,277.3,261.75,266.74,22811900,"3,742,290,000"
24-Mar-15,266.58,267,244.16,245.6,40073700,"3,724,830,000"
25-Mar-15,247.47,249.19,236.52,246.2,35866900,"3,458,950,000"
26-Mar-15,246.28,254.35,244.91,248.53,25730000,"3,443,230,000"
27-Mar-15,248.57,256.81,245.21,247.03,17274900,"3,476,180,000"
28-Mar-15,246.98,254.21,246.98,252.8,16040900,"3,454,980,000"
29-Mar-15,252.74,253.14,240.85,242.71,21699400,"3,536,570,000"
30-Mar-15,242.88,249.24,239.21,247.53,23009600,"3,399,510,000"
31-Mar-15,247.45,248.73,242.74,244.22,22672000,"3,464,410,000"
1-Apr-15,244.22,247.54,241.16,247.27,22877200,"3,420,100,000"
2-Apr-15,247.09,254.46,245.42,253.01,26272600,"3,461,060,000"
3-Apr-15,253.07,256.04,251.88,254.32,23146600,"3,545,940,000"
4-Apr-15,254.29,255.26,251.1,253.7,12493500,"3,563,920,000"
5-Apr-15,253.76,260.68,251.94,260.6,19649200,"3,557,460,000"
6-Apr-15,260.72,261.8,254.58,255.49,20034200,"3,655,990,000"
7-Apr-15,255.27,255.81,252.21,253.18,18467400,"3,580,410,000"
8-Apr-15,253.06,253.85,244.22,245.02,30086400,"3,550,390,000"
9-Apr-15,244.75,246.12,239.4,243.68,21643500,"3,434,520,000"
10-Apr-15,243.69,243.69,232.77,236.07,28882000,"3,420,500,000"
11-Apr-15,236.02,239.54,234.18,236.55,16365200,"3,313,620,000"
12-Apr-15,236.54,237.73,233.5,236.15,12387900,"3,321,740,000"
13-Apr-15,235.95,236.94,222,224.59,31181800,"3,314,280,000"
14-Apr-15,224.76,224.98,216.32,219.16,31719000,"3,157,970,000"
15-Apr-15,219.07,223.83,218.65,223.83,22562000,"3,078,890,000"
16-Apr-15,223.92,229.67,223.92,228.57,24805400,"3,147,650,000"
17-Apr-15,228.58,228.91,221.94,222.88,20429800,"3,213,910,000"
18-Apr-15,222.85,224.32,220.88,223.36,12939000,"3,134,170,000"
19-Apr-15,223.46,226.35,222.37,222.6,15021500,"3,143,460,000"
20-Apr-15,222.61,226.35,221.98,224.63,18364700,"3,132,400,000"
21-Apr-15,224.62,235.27,224.3,235.27,24978000,"3,161,520,000"
22-Apr-15,235.6,237.91,233.48,234.18,23847900,"3,316,990,000"
23-Apr-15,234.05,236.48,233.2,236.46,17036000,"3,296,060,000"
24-Apr-15,235.97,236.31,229.93,231.27,21448700,"3,323,830,000"
25-Apr-15,231.24,232.56,226.34,226.39,13957200,"3,257,850,000"
26-Apr-15,226.41,226.94,214.87,219.43,28943700,"3,190,790,000"
27-Apr-15,219.43,233.31,218.02,229.29,38574000,"3,093,200,000"
28-Apr-15,228.97,229.5,223.07,225.86,21469200,"3,228,470,000"
29-Apr-15,225.59,227.04,223.43,225.81,18936500,"3,181,700,000"
30-Apr-15,225.69,239.56,224.99,236.15,33818600,"3,183,860,000"
1-May-15,235.94,238.97,232.08,232.08,18815300,"3,329,190,000"
2-May-15,232.34,235.73,232.34,234.93,12535500,"3,279,270,000"
3-May-15,234.88,243.24,234.08,240.36,18494100,"3,315,980,000"
4-May-15,240.36,242.64,237.81,239.02,21223400,"3,394,130,000"
5-May-15,238.85,239.2,232.05,236.12,23929100,"3,373,650,000"
6-May-15,236.25,236.45,229.23,229.78,29587200,"3,337,790,000"
7-May-15,229.66,239.11,228.57,237.33,29064400,"3,245,660,000"
8-May-15,237.2,246.28,236.27,243.86,27445500,"3,353,090,000"
9-May-15,243.77,247.8,239.64,241.83,19790500,"3,446,790,000"
10-May-15,241.73,244.07,238.85,240.3,15019100,"3,418,740,000"
11-May-15,240.3,244.27,239.38,242.16,20892300,"3,399,290,000"
12-May-15,242.15,242.88,240.1,241.11,19282600,"3,426,350,000"
13-May-15,241.4,243.7,235.05,236.38,27180100,"3,416,690,000"
14-May-15,236.21,237.8,234.06,236.93,24413700,"3,344,280,000"
15-May-15,236.96,238.75,236.8,237.61,16329400,"3,355,680,000"
16-May-15,237.64,237.7,235.3,236.15,11089700,"3,366,300,000"
17-May-15,236.01,238.03,236.01,236.8,11134300,"3,343,940,000"
18-May-15,236.89,237.21,232.46,233.13,16780300,"3,357,380,000"
19-May-15,233.04,234.15,231.82,231.95,14241900,"3,303,650,000"
20-May-15,231.89,234.68,231.84,234.02,15499400,"3,288,140,000"
21-May-15,234.02,236.24,233.84,235.34,15108900,"3,319,140,000"
22-May-15,235.32,240.97,235.06,240.35,27003000,"3,338,560,000"
